id,Ycoordinate,Xcoordinate,elevation,slope,aspect
60,51.22429089,8.106162035,0,0,0
61,50.94090446,8.301544405,0,0,0
62,51.17852574,8.051417885,0,0,0
63,51.0882396,7.954051335,0,0,0
64,51.14901556,8.189397713,0,0,0
65,51.10785748,8.317848679,0,0,0
66,51.11390032,8.105672197,0,0,0
67,51.12936911,8.09953143,0,0,0
68,51.04747556,8.24389554,0,0,0
69,51.09387453,8.294619258,0,0,0
70,51.2456309,8.104140927,0,0,0
71,51.23130005,8.139223716,0,0,0
72,51.10804934,8.081183686,0,0,0
73,51.09341999,8.373980349,0,0,0
74,51.09973213,8.318814315,0,0,0
75,51.14098987,8.487177086,0,0,0
76,51.07888197,8.25113782,0,0,0
77,50.9297867,8.301979437,0,0,0
78,51.08873873,7.908681635,0,0,0
79,50.93226412,8.391016885,0,0,0
80,51.08224869,7.973961702,0,0,0
81,51.14704066,7.861490354,0,0,0
82,50.93475063,8.304198678,0,0,0
83,51.09282667,8.358116271,0,0,0
84,51.0719687,8.460475776,0,0,0
85,51.05349007,8.348034851,0,0,0
86,51.12054799,8.080570328,0,0,0
87,51.2300023,7.97604958,0,0,0
88,51.12302742,8.37436003,0,0,0
89,51.08922999,8.232048938,0,0,0
90,51.02899453,8.397166335,0,0,0
91,51.21925777,7.965137515,0,0,0
92,51.14738878,8.489844133,0,0,0
93,51.10594227,8.15557947,0,0,0
94,51.11685591,8.203236173,0,0,0
95,51.07387226,8.453063489,0,0,0
96,51.08634417,7.840983967,0,0,0
97,50.98924222,8.427626753,0,0,0
98,51.01642312,8.328405944,0,0,0
99,51.09254579,8.121001105,0,0,0
100,51.14019287,8.030610106,0,0,0
101,50.93694715,8.286829982,0,0,0
102,51.09833449,8.323367591,0,0,0
103,51.20523643,8.094865435,0,0,0
104,51.08075705,8.024968713,0,0,0
105,51.00318213,8.30993166,0,0,0
106,51.12250832,7.855345922,0,0,0
107,51.03552536,8.458142858,0,0,0
108,51.14946288,8.181786798,0,0,0
109,50.99995709,8.432825102,0,0,0
110,51.10763684,8.027346761,0,0,0
111,51.102958,8.183153756,0,0,0
112,51.1255604,7.953724143,0,0,0
113,51.01913192,8.271165638,0,0,0
114,51.10228747,8.034355333,0,0,0
115,51.08938757,8.29691283,0,0,0
116,51.1796292,8.097173368,0,0,0
117,51.11380902,8.082657111,0,0,0
118,51.09091497,8.363869504,0,0,0
119,50.98100298,8.275579058,0,0,0
120,51.07246505,8.022825396,0,0,0
121,51.02154748,8.356083559,0,0,0
122,51.09920728,8.303215627,0,0,0
123,51.04776704,8.345972178,0,0,0
124,51.10464824,7.919812615,0,0,0
125,51.05424838,8.460283292,0,0,0
126,51.00277818,8.467447567,0,0,0
127,51.1176368,7.98747357,0,0,0
128,51.05850709,8.482943343,0,0,0
129,51.08003686,7.834070136,0,0,0
130,51.08218557,8.054266965,0,0,0
131,51.0423751,8.28073263,0,0,0
132,50.98617786,8.372347841,0,0,0
133,51.02260657,8.529911126,0,0,0
134,50.97322924,8.379860626,0,0,0
135,51.12628123,7.86440818,0,0,0
136,51.07889912,7.906611926,0,0,0
137,51.22030645,8.014746017,0,0,0
138,50.95383183,8.350034305,0,0,0
139,51.16038062,7.890306079,0,0,0
140,51.05806221,8.312326612,0,0,0
141,50.98588834,8.447630077,0,0,0
142,51.17264529,7.835007062,0,0,0
143,51.02629795,8.379234114,0,0,0
144,51.02230365,8.484728459,0,0,0
145,51.13450643,8.129033059,0,0,0
146,51.06434251,8.421224513,0,0,0
147,51.16668715,7.902629094,0,0,0
148,51.1200477,8.467797214,0,0,0
149,51.15289533,7.990406135,0,0,0
150,51.08704719,8.497666655,0,0,0
151,51.18522176,7.994872806,0,0,0
152,51.12056561,8.158040944,0,0,0
153,51.04853925,8.426893486,0,0,0
154,50.94948495,8.417642875,0,0,0
155,51.03163004,8.401717365,0,0,0
156,51.0417762,8.489017894,0,0,0
157,51.22195064,8.008128261,0,0,0
158,51.1068831,8.373102056,0,0,0
159,51.1637147,8.042943505,0,0,0
160,51.08772753,8.007616786,0,0,0
161,51.2112077,7.928461779,0,0,0
162,51.10124477,7.914143754,0,0,0
163,51.01997926,8.25918816,0,0,0
164,51.02249415,8.219009513,0,0,0
165,51.06540756,8.500964348,0,0,0
166,51.11076503,7.992404232,0,0,0
167,51.17910319,8.046306744,0,0,0
168,51.10346323,8.002647208,0,0,0
169,50.97392467,8.435152252,0,0,0
170,51.08091804,8.232292045,0,0,0
171,51.23617445,7.994379403,0,0,0
172,51.07348905,7.896980012,0,0,0
173,50.97432926,8.310485945,0,0,0
174,51.21895755,7.982756336,0,0,0
175,51.02241047,8.340619011,0,0,0
176,51.10654031,8.025803582,0,0,0
177,51.15888544,7.918979235,0,0,0
178,51.0547469,8.346763377,0,0,0
179,51.00160026,8.505672849,0,0,0
180,51.09140338,8.114131309,0,0,0
181,51.10600981,8.162836089,0,0,0
182,51.14535445,8.491956321,0,0,0
183,51.03161208,8.206418374,0,0,0
184,51.10294293,8.032768646,0,0,0
185,51.07593108,8.351302582,0,0,0
186,51.24169431,7.936338349,0,0,0
187,51.15523412,7.839354236,0,0,0
188,51.19791962,8.052342702,0,0,0
189,50.99356315,8.441114807,0,0,0
190,51.02461904,8.358361438,0,0,0
191,51.09296569,8.395526017,0,0,0
192,51.11998576,8.136237295,0,0,0
193,51.16424285,7.843765835,0,0,0
194,51.20627061,8.093844166,0,0,0
195,51.00949171,8.380991656,0,0,0
196,50.97617462,8.382179151,0,0,0
197,50.99675476,8.281513628,0,0,0
198,51.01926237,8.205379673,0,0,0
199,51.20317899,7.979547126,0,0,0
200,51.2275595,8.022983816,0,0,0
201,51.11988892,8.315107141,0,0,0
202,50.98197568,8.414951565,0,0,0
203,51.13955301,8.502397085,0,0,0
204,51.11687011,8.126087987,0,0,0
205,51.23806217,7.923776733,0,0,0
206,51.05604653,8.305145032,0,0,0
207,51.07946028,8.032741312,0,0,0
208,51.2101224,8.087851752,0,0,0
209,51.10980327,8.424867174,0,0,0
210,50.97727243,8.383281468,0,0,0
211,51.10386805,7.938258663,0,0,0
212,51.19033663,8.069203496,0,0,0
213,51.09405642,7.961303779,0,0,0
214,51.0329866,8.319138482,0,0,0
215,51.029611,8.44625793,0,0,0
216,51.11865502,8.093315598,0,0,0
217,51.17637802,8.060600467,0,0,0
218,51.2000002,7.934385176,0,0,0
219,50.95890731,8.421823105,0,0,0
220,51.1113684,8.262837115,0,0,0
221,50.94383498,8.42979421,0,0,0
222,51.1264205,8.09293779,0,0,0
223,51.17118432,8.035555575,0,0,0
224,51.07780365,8.241603105,0,0,0
225,51.14255077,8.120572698,0,0,0
226,51.04060102,8.281840178,0,0,0
227,50.99006455,8.470624167,0,0,0
228,51.02843918,8.299440311,0,0,0
229,51.13949234,8.449656851,0,0,0
230,51.0546713,8.237379633,0,0,0
231,51.10474063,8.420075201,0,0,0
232,50.96476289,8.433569136,0,0,0
233,51.02189508,8.39831453,0,0,0
234,51.02837854,8.210389065,0,0,0
235,51.03449983,8.464418018,0,0,0
236,51.05210113,8.46251872,0,0,0
237,51.08825917,7.967979139,0,0,0
238,51.16498431,8.124429117,0,0,0
239,51.16317216,8.048883359,0,0,0
240,51.24508955,7.976140054,0,0,0
241,51.03014525,8.282306826,0,0,0
242,51.04031678,8.275321102,0,0,0
243,51.21341553,8.026524993,0,0,0
244,51.10351151,8.451692813,0,0,0
245,51.10919033,7.882866355,0,0,0
246,51.09436075,8.120329582,0,0,0
247,50.97095296,8.368364748,0,0,0
248,51.11554586,8.22098264,0,0,0
249,51.13082136,8.177547298,0,0,0
250,51.22275385,8.002569983,0,0,0
251,51.1209878,8.2518843,0,0,0
252,51.04379927,8.355196684,0,0,0
253,51.03713151,8.489325321,0,0,0
254,51.09757638,7.97523402,0,0,0
255,51.09002038,8.374032221,0,0,0
256,51.17696913,8.090548946,0,0,0
257,51.07025856,8.238389288,0,0,0
258,51.12104707,8.432698705,0,0,0
259,51.24270904,8.052158721,0,0,0
260,51.03867864,8.243216408,0,0,0
261,51.01167206,8.331793836,0,0,0
262,51.23538895,7.977019806,0,0,0
263,51.11289871,8.291766653,0,0,0
264,51.18219099,8.062827577,0,0,0
265,51.18085566,7.994282205,0,0,0
266,51.01703178,8.222194357,0,0,0
267,51.10528924,7.930846025,0,0,0
268,51.15017303,8.450802889,0,0,0
269,50.93545333,8.401366481,0,0,0
270,50.9527776,8.310539854,0,0,0
271,50.94747292,8.368870651,0,0,0
272,51.0314719,8.403196032,0,0,0
273,51.09109123,7.92381978,0,0,0
274,51.14877529,8.432830199,0,0,0
275,51.07882205,7.886589115,0,0,0
276,51.20480806,8.031825016,0,0,0
277,51.03097886,8.512625249,0,0,0
278,51.11991575,8.277772221,0,0,0
279,51.10994656,8.012681495,0,0,0
280,51.17245815,7.878377853,0,0,0
281,51.10470473,8.381802557,0,0,0
282,50.92901886,8.375695757,0,0,0
283,50.96717685,8.350624755,0,0,0
284,51.077095,8.210134891,0,0,0
285,51.04868008,8.48172809,0,0,0
286,51.00868246,8.455603119,0,0,0
287,51.1074542,8.378415945,0,0,0
288,51.10412588,7.974052609,0,0,0
289,50.92833493,8.364874289,0,0,0
290,51.12902363,8.190388721,0,0,0
291,51.10176642,8.460162506,0,0,0
292,51.22269093,8.066653265,0,0,0
293,51.11462552,7.892599911,0,0,0
294,51.2479164,8.137686431,0,0,0
295,51.11851725,7.933757757,0,0,0
296,51.08425645,7.880985607,0,0,0
297,51.12341938,7.942786977,0,0,0
298,51.08299701,8.350928848,0,0,0
299,51.17287493,8.03707843,0,0,0
300,51.09308452,8.234980608,0,0,0
301,51.18671019,8.045286349,0,0,0
302,51.06718724,8.262062192,0,0,0
303,51.12707024,7.829378359,0,0,0
304,51.13363121,8.439469856,0,0,0
305,51.14457065,8.07565872,0,0,0
306,50.9425507,8.265232367,0,0,0
307,51.09095765,8.366961632,0,0,0
308,51.07566437,8.345462409,0,0,0
309,51.08835992,8.43200665,0,0,0
310,51.04231424,8.365940666,0,0,0
311,51.10450201,8.463311773,0,0,0
312,50.96445517,8.390532018,0,0,0
313,51.07747031,8.036378021,0,0,0
314,51.07035252,8.344403295,0,0,0
315,51.16942868,7.944252372,0,0,0
316,51.1150864,8.355926996,0,0,0
317,51.12560705,8.030558339,0,0,0
318,51.14742665,8.18739046,0,0,0
319,51.07663196,7.894411152,0,0,0
320,51.10378547,8.287722513,0,0,0
321,51.19894789,8.053746223,0,0,0
322,51.11196081,8.390688257,0,0,0
323,51.2085733,7.915154439,0,0,0
324,51.09919713,8.42584199,0,0,0
325,51.17101645,7.957455149,0,0,0
326,51.15278,7.905864024,0,0,0
327,51.04177305,8.501693357,0,0,0
328,50.99800832,8.463933783,0,0,0
329,51.09779322,8.07663546,0,0,0
330,51.11119439,7.989483282,0,0,0
331,51.08679176,7.946206517,0,0,0
332,51.10535919,7.945340991,0,0,0
333,51.07371922,8.34267057,0,0,0
334,51.07644076,8.315871933,0,0,0
335,51.20941334,7.954001256,0,0,0
336,51.09337987,8.393876902,0,0,0
337,50.96917795,8.427748723,0,0,0
338,51.09863092,8.316251848,0,0,0
339,51.10641182,8.424601952,0,0,0
340,51.18107549,7.924366864,0,0,0
341,51.11039621,8.181944643,0,0,0
342,51.13980955,8.117179248,0,0,0
343,51.01645308,8.37636858,0,0,0
344,51.04416726,8.49407409,0,0,0
345,51.14790908,8.444392896,0,0,0
346,51.08243596,8.425430577,0,0,0
347,51.13537412,8.09988384,0,0,0
348,51.06364653,8.221368102,0,0,0
349,51.08101557,8.056200306,0,0,0
350,51.12535752,8.364839448,0,0,0
351,50.96909225,8.325934928,0,0,0
352,51.02389862,8.210537308,0,0,0
353,51.04907544,8.332134132,0,0,0
354,51.09321753,8.325872932,0,0,0
355,50.97984846,8.310598326,0,0,0
356,51.06137271,8.375812293,0,0,0
357,51.04815388,8.449356032,0,0,0
358,51.15688181,8.508257225,0,0,0
359,51.0704841,7.972712091,0,0,0
360,51.08426743,8.060147608,0,0,0
361,51.07632577,7.974610877,0,0,0
362,51.08205449,8.318093855,0,0,0
363,50.94529529,8.406296933,0,0,0
364,51.11739168,8.486052375,0,0,0
365,51.12950184,8.512096445,0,0,0
366,51.18904176,7.922121935,0,0,0
367,51.2267764,8.119580032,0,0,0
368,51.14044399,8.169139434,0,0,0
369,50.99770257,8.47602428,0,0,0
370,51.10585117,8.199552837,0,0,0
371,51.18105387,7.949030904,0,0,0
372,51.06089584,8.443091954,0,0,0
373,51.08464133,7.988765358,0,0,0
374,51.12531338,8.44755902,0,0,0
375,50.94139499,8.417457853,0,0,0
376,51.20836618,7.952823585,0,0,0
377,50.98254306,8.469536238,0,0,0
378,51.13879495,7.872337751,0,0,0
379,50.98086773,8.383658479,0,0,0
380,50.97776341,8.28744093,0,0,0
381,51.11255687,7.95102916,0,0,0
382,51.00669105,8.38648535,0,0,0
383,51.20689828,8.039011835,0,0,0
384,51.13062847,8.09967036,0,0,0
385,51.09255741,8.131849286,0,0,0
386,50.97178441,8.308900728,0,0,0
387,51.19218614,7.98405523,0,0,0
388,51.12796692,8.194975094,0,0,0
389,51.20894065,7.917179321,0,0,0
390,51.1361628,8.510807107,0,0,0
391,51.10099172,8.019588222,0,0,0
392,51.02561133,8.341994208,0,0,0
393,51.03946195,8.409102821,0,0,0
394,51.23757094,8.06922782,0,0,0
395,51.227576,7.989771767,0,0,0
396,51.02897449,8.471487006,0,0,0
397,51.03867315,8.491095024,0,0,0
398,51.0313353,8.210418839,0,0,0
399,51.17142188,8.026171829,0,0,0
400,51.11466779,8.135189015,0,0,0
401,51.14282895,8.173835909,0,0,0
402,50.99238611,8.344886553,0,0,0
403,51.08050177,8.278582299,0,0,0
404,51.08492457,8.386744134,0,0,0
405,51.19162182,7.951464526,0,0,0
406,51.17925781,8.139667306,0,0,0
407,51.12296741,7.830748315,0,0,0
408,51.05562339,8.318785134,0,0,0
409,51.04023012,8.470108073,0,0,0
410,51.12223699,8.143882643,0,0,0
411,51.16436525,7.827944124,0,0,0
412,51.09669063,8.296039805,0,0,0
413,51.06703319,8.312219222,0,0,0
414,51.219408,8.001712015,0,0,0
415,51.07247662,8.320617426,0,0,0
416,51.14102111,8.129894908,0,0,0
417,51.09955342,8.312148436,0,0,0
418,51.10622651,8.458221141,0,0,0
419,51.15952405,7.947103188,0,0,0
420,50.99441925,8.427727512,0,0,0
421,51.03396646,8.282867746,0,0,0
422,51.06875943,8.467375746,0,0,0
423,51.00017755,8.27650861,0,0,0
424,51.0523557,8.331522036,0,0,0
425,51.11764497,8.489699662,0,0,0
426,50.97472211,8.433139687,0,0,0
427,51.12207786,8.223122916,0,0,0
428,51.10169683,8.167376502,0,0,0
429,51.07758422,7.893307582,0,0,0
430,51.08171362,8.089391906,0,0,0
431,50.96811569,8.41260311,0,0,0
432,51.22759546,8.124933138,0,0,0
433,51.01007851,8.204792843,0,0,0
434,51.03671343,8.425939735,0,0,0
435,51.12703903,8.105992612,0,0,0
436,51.05600956,8.448411868,0,0,0
437,51.22845497,8.030754354,0,0,0
438,51.04471446,8.20510808,0,0,0
439,50.98766819,8.280599905,0,0,0
440,51.0333576,8.424023078,0,0,0
441,51.10582881,8.139533016,0,0,0
442,51.13681147,7.874272876,0,0,0
443,50.99732172,8.429063773,0,0,0
444,51.20589398,8.121323097,0,0,0
445,51.19592587,7.931245976,0,0,0
446,51.08708541,8.081693613,0,0,0
447,51.10939279,8.174543621,0,0,0
448,51.11287939,8.235779213,0,0,0
449,51.07207957,7.969379196,0,0,0
450,51.24178726,8.023069595,0,0,0
451,50.98012483,8.373741786,0,0,0
452,51.11815654,7.918960819,0,0,0
453,51.08678336,7.980273386,0,0,0
454,51.2385826,8.021507184,0,0,0
455,51.23840016,8.125849206,0,0,0
456,51.24188079,7.921936635,0,0,0
457,50.93308425,8.365121347,0,0,0
458,51.11725822,7.887596575,0,0,0
459,51.09544142,8.214085924,0,0,0
460,50.96730073,8.428663642,0,0,0
461,50.9522827,8.37952673,0,0,0
462,51.11920973,8.148438091,0,0,0
463,51.06926753,8.356331388,0,0,0
464,51.1458251,7.962707414,0,0,0
465,51.02557681,8.260763332,0,0,0
466,51.06095799,8.425726553,0,0,0
467,50.96333326,8.441642092,0,0,0
468,50.92876014,8.295534244,0,0,0
469,51.05344423,8.368870985,0,0,0
470,51.1903022,8.07730259,0,0,0
471,51.01300776,8.445431421,0,0,0
472,51.11157133,7.936907648,0,0,0
473,51.04442638,8.345876575,0,0,0
474,51.18261025,8.061179908,0,0,0
475,51.07074254,8.182015783,0,0,0
476,51.08819948,8.204006235,0,0,0
477,51.01099705,8.463281701,0,0,0
478,51.09298082,8.102328066,0,0,0
479,50.99611762,8.461526107,0,0,0
480,51.06581199,8.273566132,0,0,0
481,51.14916448,8.502048518,0,0,0
482,51.06709028,8.259699626,0,0,0
483,51.08345058,8.398738294,0,0,0
484,51.12107152,8.23238415,0,0,0
485,51.02820101,8.218064631,0,0,0
486,51.03000875,8.221221131,0,0,0
487,51.1088007,7.836517209,0,0,0
488,50.98624125,8.292364287,0,0,0
489,51.20512363,8.088902002,0,0,0
490,50.96738673,8.341770413,0,0,0
491,50.98235354,8.435523391,0,0,0
492,50.93757641,8.263433589,0,0,0
493,51.13635765,8.191871724,0,0,0
494,50.97944552,8.426125548,0,0,0
495,51.08463387,8.292246592,0,0,0
496,50.95534902,8.423388878,0,0,0
497,51.08747514,8.346380141,0,0,0
498,50.96055606,8.410998579,0,0,0
499,51.02723679,8.220466113,0,0,0
500,50.97187863,8.331380201,0,0,0
501,50.94279873,8.406088222,0,0,0
502,51.23205086,8.101001878,0,0,0
503,51.15704597,7.903673603,0,0,0
504,51.14183476,8.146933708,0,0,0
505,51.09956122,8.448367438,0,0,0
506,51.12904478,7.861821553,0,0,0
507,51.0776914,8.165232561,0,0,0
508,51.16708137,7.932306604,0,0,0
509,51.13752268,8.440750118,0,0,0
510,51.24699116,7.941291598,0,0,0
511,51.19390546,8.113206577,0,0,0
512,51.2271409,8.033296358,0,0,0
513,51.12486483,7.866986423,0,0,0
514,51.00813011,8.492014119,0,0,0
515,51.02507374,8.28658224,0,0,0
516,50.96560567,8.419938397,0,0,0
517,51.11138642,8.208759436,0,0,0
518,51.07004197,7.943040734,0,0,0
519,51.11251089,8.090447932,0,0,0
520,51.04962048,8.416122392,0,0,0
521,50.96038407,8.283940878,0,0,0
522,51.0794991,7.974546701,0,0,0
523,51.20009901,7.947668482,0,0,0
524,51.18211163,8.133634895,0,0,0
525,51.13615285,8.170934624,0,0,0
526,51.08165704,8.356642983,0,0,0
527,51.02469236,8.518290421,0,0,0
528,51.11581309,8.104159643,0,0,0
529,50.96828418,8.425137438,0,0,0
530,51.09738142,8.000063291,0,0,0
531,51.11487919,8.13247019,0,0,0
532,51.06739165,8.321753979,0,0,0
533,51.16512208,8.060996916,0,0,0
534,51.1245748,8.408900736,0,0,0
535,51.08576453,7.886844725,0,0,0
536,51.11966162,8.121662089,0,0,0
537,51.07168142,8.260645254,0,0,0
538,50.99708198,8.463059425,0,0,0
539,51.13366893,7.855106572,0,0,0
540,51.08806277,7.969495346,0,0,0
541,51.1111545,8.061059098,0,0,0
542,51.1704332,7.84507767,0,0,0
543,51.12074339,8.218779617,0,0,0
544,51.12584787,7.9199032,0,0,0
545,51.12015421,8.504667848,0,0,0
546,51.11598899,7.837065258,0,0,0
547,51.06848215,8.307827904,0,0,0
548,51.04904342,8.343514936,0,0,0
549,51.10211201,8.13188036,0,0,0
550,51.19096291,7.945500407,0,0,0
551,51.13303914,8.135901335,0,0,0
552,51.11711808,8.359529171,0,0,0
553,51.05007401,8.443080322,0,0,0
554,51.20832894,7.965033195,0,0,0
555,51.24043612,8.124175516,0,0,0
556,51.16993922,8.075361315,0,0,0
557,51.09697799,8.003252441,0,0,0
558,50.98362554,8.294109146,0,0,0
559,51.1508512,8.490338767,0,0,0
560,51.06309152,8.456336593,0,0,0
561,51.14941331,8.133709609,0,0,0
562,51.12323468,8.141018513,0,0,0
563,51.18290979,7.982674927,0,0,0
564,51.04087202,8.235508028,0,0,0
565,51.00056176,8.357406749,0,0,0
566,51.04449684,8.358429118,0,0,0
567,51.06637489,8.342388407,0,0,0
568,51.18012443,8.053028231,0,0,0
569,51.09082381,8.228056747,0,0,0
570,51.14150855,8.035105006,0,0,0
571,51.01165222,8.233324954,0,0,0
572,51.07870956,8.192786079,0,0,0
573,51.12948517,7.94604288,0,0,0
574,51.10696705,8.022473933,0,0,0
575,51.03849359,8.282990376,0,0,0
576,51.01021825,8.447247485,0,0,0
577,51.04037013,8.322768903,0,0,0
578,51.08351169,8.07940863,0,0,0
579,51.13216116,8.139463821,0,0,0
580,51.09579985,8.370745494,0,0,0
581,51.08270776,8.488348743,0,0,0
582,51.03790487,8.404560967,0,0,0
583,51.11207973,8.165923572,0,0,0
584,50.98293288,8.316961121,0,0,0
585,50.96009675,8.407802211,0,0,0
586,51.03927691,8.310719998,0,0,0
587,50.96884001,8.410276642,0,0,0
588,51.07752322,7.980176679,0,0,0
589,51.06063321,8.448131886,0,0,0
590,51.04008304,8.299696992,0,0,0
591,51.20423137,8.118062114,0,0,0
592,51.22801412,7.915169802,0,0,0
593,50.975603,8.374125897,0,0,0
594,50.97530745,8.450925942,0,0,0
595,51.15402212,8.182976319,0,0,0
596,50.95965485,8.429699074,0,0,0
597,51.22129647,8.00674449,0,0,0
598,51.12912041,8.101603277,0,0,0
599,51.10150961,8.136810365,0,0,0
600,51.07332894,7.977059237,0,0,0
601,51.13856567,8.190403764,0,0,0
602,51.03621023,8.394966775,0,0,0
603,51.03444883,8.498532536,0,0,0
604,51.15593347,7.848105148,0,0,0
605,51.24805101,8.017176659,0,0,0
606,51.06543703,8.3083994,0,0,0
607,51.06000765,8.414138527,0,0,0
608,51.00122083,8.463717118,0,0,0
609,51.1129263,8.149022466,0,0,0
610,50.97085196,8.389066499,0,0,0
611,51.18708654,7.954545214,0,0,0
612,51.13812158,8.07480097,0,0,0
613,51.17683792,8.049662029,0,0,0
614,51.10278811,8.209834924,0,0,0
615,51.17033944,8.124762206,0,0,0
616,51.05988921,8.343189363,0,0,0
617,51.11362407,8.486746372,0,0,0
618,51.03249276,8.204396296,0,0,0
619,51.1130454,8.302440878,0,0,0
620,51.06859935,8.371877972,0,0,0
621,51.24405353,8.010468029,0,0,0
622,51.03273379,8.229180208,0,0,0
623,51.20963654,8.106233454,0,0,0
624,51.12054536,8.470389011,0,0,0
625,51.09632844,8.135539634,0,0,0
626,51.10903214,8.148907052,0,0,0
627,51.1195764,8.327828916,0,0,0
628,51.13265841,7.864818468,0,0,0
629,51.15497575,7.857994104,0,0,0
630,51.21143009,8.12219418,0,0,0
631,51.20745407,8.031622054,0,0,0
632,51.16950131,8.030043393,0,0,0
633,51.12979455,7.862658423,0,0,0
634,51.01717545,8.235179164,0,0,0
635,51.15405181,8.097655797,0,0,0
636,51.09318069,8.273822075,0,0,0
637,51.12080929,8.290782521,0,0,0
638,51.12381688,8.336369945,0,0,0
639,51.04856,8.484565568,0,0,0
640,51.09131396,7.887574642,0,0,0
641,51.08081092,8.355774113,0,0,0
642,50.9502664,8.396086647,0,0,0
643,51.12552041,8.0764834,0,0,0
644,51.14482018,8.15025633,0,0,0
645,51.10441281,8.327466691,0,0,0
646,51.10506335,8.411477187,0,0,0
647,51.06809901,8.244195167,0,0,0
648,51.11673794,8.298728611,0,0,0
649,51.02813478,8.528936423,0,0,0
650,50.96048956,8.355728828,0,0,0
651,51.1332246,8.199109128,0,0,0
652,51.20045257,7.984715967,0,0,0
653,51.07690956,7.997015692,0,0,0
654,50.93140498,8.449993987,0,0,0
655,50.99400897,8.439275556,0,0,0
656,51.18646164,8.078826636,0,0,0
657,51.19804089,7.946671015,0,0,0
658,50.9556666,8.344373647,0,0,0
659,51.15392929,8.493045609,0,0,0
660,51.14553815,7.84838486,0,0,0
661,51.09630068,8.163382219,0,0,0
662,51.03918907,8.365995824,0,0,0
663,51.07852748,8.360755466,0,0,0
664,51.02019929,8.374827401,0,0,0
665,51.09590254,7.894364274,0,0,0
666,51.21130866,8.096637765,0,0,0
667,50.97688574,8.401148041,0,0,0
668,51.05866405,8.323807185,0,0,0
669,51.21020396,8.126181576,0,0,0
670,51.09078157,8.088769744,0,0,0
671,51.10715912,8.269514752,0,0,0
672,51.17108168,8.081625343,0,0,0
673,51.21095595,7.977641521,0,0,0
674,51.07829038,7.927616394,0,0,0
675,51.11896116,8.270467198,0,0,0
676,51.06773106,7.835232398,0,0,0
677,51.01261511,8.349864355,0,0,0
678,51.17074478,7.88739667,0,0,0
679,51.08744754,8.059958602,0,0,0
680,51.11988783,8.365718314,0,0,0
681,51.1035995,8.420618557,0,0,0
682,51.24180791,8.126447357,0,0,0
683,51.08761307,8.396373492,0,0,0
684,51.01028727,8.238485311,0,0,0
685,51.214718,7.948453529,0,0,0
686,51.23428037,7.970050729,0,0,0
687,51.15002622,7.993006593,0,0,0
688,51.09515315,7.97945672,0,0,0
689,51.07359789,8.009769362,0,0,0
690,51.02513427,8.239674722,0,0,0
691,51.15842025,8.174160235,0,0,0
692,51.07289131,8.354415436,0,0,0
693,51.18158773,7.956320945,0,0,0
694,51.13131405,7.87443058,0,0,0
695,50.957545,8.416181012,0,0,0
696,50.94030413,8.348113896,0,0,0
697,50.98407519,8.289168984,0,0,0
